BearID,Capture Date,Popn,Sex,AgeClass,Mating,Denning,den_method,Lat,Long,NoCubs,CubAge,Urea Nitrogen,Creatinine
20539,2004-04-23,SB,M,A,unknown,no,NA,70.8126,-144.899,NA,NA,6.50,1.65
20228,2004-04-26,SB,F,A,unknown,unknown,NA,70.2121,-143.4339,NA,NA,28.00,1.05
20739,2004-04-26,SB,F,A,unknown,unknown,NA,70.2315,-142.3564,NA,NA,12.00,1.20
20177,2004-04-26,SB,M,S,unknown,no,NA,70.2317,-143.1642,NA,NA,10.00,1.25
20741,2004-04-27,SB,F,S,unknown,no,NA,70.2217,-142.7395,NA,NA,3.00,0.80
20486,2004-04-27,SB,M,A,unknown,no,NA,70.5487,-142.5592,NA,NA,21.50,0.80
20156,2004-04-27,SB,M,S,unknown,no,NA,70.3592,-142.9495,NA,NA,7.50,1.30
20155,2004-05-01,SB,F,S,unknown,no,NA,70.2807,-141.8666,NA,NA,14.50,0.80
20174,2004-05-02,SB,M,A,unknown,no,NA,70.6435,-142.6495,NA,NA,10.00,1.45
20762,2005-03-29,SB,M,A,unknown,no,NA,71.7816,-156.1801,NA,NA,2.50,1.50
6119,2005-03-30,SB,F,A,unknown,unknown,NA,71.1096,-153.5126,NA,NA,4.00,0.75
20765,2005-03-31,SB,M,A,yes,no,NA,71.7123,-154.7825,NA,NA,5.50,1.40
20694,2005-04-01,SB,F,A,yes,unknown,NA,71.6468,-154.746,NA,NA,5.50,1.30
20768,2005-04-04,SB,F,S,unknown,no,NA,71.6418,-154.9513,NA,NA,10.00,0.80
20772,2005-04-05,SB,M,A,unknown,no,NA,71.5755,-156.4095,NA,NA,5.00,1.35
20777,2005-04-06,SB,M,S,unknown,no,NA,71.7627,-155.0471,NA,NA,1.00,1.00
20173,2005-04-06,SB,M,A,unknown,no,NA,71.5577,-155.8628,NA,NA,6.50,1.25
20773,2005-04-06,SB,M,A,yes,no,NA,71.3873,-156.7515,NA,NA,5.00,1.70
20784,2005-04-12,SB,F,A,unknown,unknown,NA,70.9258,-148.1447,NA,NA,13.00,0.75
20783,2005-04-12,SB,F,A,unknown,unknown,NA,70.5263,-146.1972,NA,NA,10.50,1.10
20176,2005-04-12,SB,F,A,unknown,unknown,NA,70.6331,-146.352,NA,NA,12.50,1.35
20786,2005-04-13,SB,M,A,yes,no,NA,70.8773,-148.9353,NA,NA,4.50,1.40
20678,2005-04-15,SB,M,A,yes,no,NA,71.1631,-154.8606,NA,NA,5.00,1.25
20184,2005-04-15,SB,M,A,unknown,no,NA,71.0682,-153.6963,NA,NA,6.00,1.35
20665,2005-04-17,SB,M,A,yes,no,NA,70.9402,-148.1251,NA,NA,10.50,1.10
20802,2005-04-17,SB,M,A,yes,no,NA,70.889,-147.8691,NA,NA,5.50,1.30
20824,2006-03-31,SB,M,S,unknown,no,NA,71.5592,-156.2142,NA,NA,9.50,0.80
20561,2006-03-31,SB,M,A,unknown,no,NA,71.6041,-155.6009,NA,NA,4.50,1.45
20714,2006-04-03,SB,F,A,unknown,unknown,NA,71.6691,-156.7227,NA,NA,3.00,1.15
20173,2006-04-04,SB,M,A,unknown,no,NA,71.5526,-155.93,NA,NA,5.00,1.40
32261,2006-04-06,SB,M,A,yes,no,NA,71.6311,-154.8622,NA,NA,6.50,0.90
20837,2006-04-07,SB,F,S,unknown,no,NA,71.5013,-155.2696,NA,NA,34.50,0.85
20132,2006-04-12,SB,F,A,unknown,unknown,NA,70.6938,-147.4935,NA,NA,8.00,0.70
20479,2006-04-13,SB,F,A,unknown,unknown,NA,70.4264,-147.2688,NA,NA,7.00,1.10
20733,2006-04-18,SB,M,S,unknown,no,NA,70.4994,-145.3196,NA,NA,22.50,1.15
20849,2006-04-19,SB,M,A,unknown,no,NA,70.5696,-145.8476,NA,NA,11.00,1.35
20656,2006-04-20,SB,F,A,unknown,unknown,NA,70.8188,-147.6083,NA,NA,19.00,0.70
20758,2006-04-21,SB,F,S,unknown,no,NA,70.877,-148.8838,NA,NA,28.00,0.70
20497,2006-04-21,SB,M,A,unknown,no,NA,70.6243,-147.8322,NA,NA,11.00,0.85
20151,2006-04-21,SB,M,S,unknown,no,NA,70.9024,-149.1865,NA,NA,13.50,0.90
20853,2006-04-25,SB,M,A,yes,no,NA,70.8855,-148.8846,NA,NA,4.00,1.45
20553,2006-04-25,SB,M,A,unknown,no,NA,70.8645,-148.9415,NA,NA,11.67,1.50
20854,2006-04-30,SB,M,S,unknown,no,NA,70.9229,-149.6239,NA,NA,7.00,0.60
20751,2006-04-30,SB,M,A,unknown,no,NA,70.9835,-148.9709,NA,NA,28.50,1.15
20442,2006-05-01,SB,F,A,unknown,unknown,NA,70.7684,-148.8671,NA,NA,6.00,0.65
20742,2006-05-01,SB,M,A,unknown,no,NA,71.112,-149.0151,NA,NA,15.00,1.45
20555,2006-05-02,SB,M,A,unknown,no,NA,70.7432,-148.8537,NA,NA,8.00,1.15
20125,2006-05-02,SB,M,A,unknown,no,NA,70.6904,-148.2047,NA,NA,17.00,1.30
20859,2006-05-03,SB,F,S,unknown,no,NA,70.8965,-150.1169,NA,NA,44.00,0.95
6836,2006-05-04,SB,F,A,unknown,unknown,NA,70.7124,-149.0668,NA,NA,46.50,0.95
20112,2006-05-08,SB,F,A,unknown,unknown,NA,70.7826,-149.5062,NA,NA,23.00,0.85
20865,2006-05-09,SB,F,A,unknown,unknown,NA,70.532,-147.2488,NA,NA,7.00,0.80
20206,2007-04-01,SB,M,A,unknown,no,NA,71.1763,-152.1349,NA,NA,28.50,1.55
20202,2007-04-03,SB,F,A,yes,unknown,NA,71.0056,-150.7585,NA,NA,26.50,0.80
20497,2007-04-03,SB,M,A,yes,no,NA,71.0056,-150.7585,NA,NA,16.00,1.10
6336,2007-04-04,SB,F,A,yes,unknown,NA,71.6401,-157.5778,NA,NA,5.00,0.75
20548,2007-04-06,SB,F,A,unknown,unknown,NA,71.4802,-155.5284,NA,NA,9.00,0.85
20881,2007-04-06,SB,M,A,unknown,no,NA,71.5142,-155.8249,NA,NA,2.00,1.23
20617,2007-04-06,SB,M,A,unknown,no,NA,71.4553,-155.9221,NA,NA,5.50,1.30
20885,2007-04-10,SB,M,A,unknown,no,NA,71.0023,-149.8123,NA,NA,8.00,1.40
20886,2007-04-11,SB,M,A,yes,no,NA,70.6239,-148.8607,NA,NA,4.50,0.95
20892,2007-04-13,SB,F,A,unknown,unknown,NA,70.7452,-148.7184,NA,NA,9.00,0.70
20354,2007-04-13,SB,F,A,unknown,unknown,NA,70.7672,-148.8568,NA,NA,8.50,0.75
20131,2007-04-16,SB,F,A,unknown,unknown,NA,70.7387,-148.5567,NA,NA,3.50,0.90
20156,2007-04-16,SB,M,A,unknown,no,NA,70.7215,-148.4604,NA,NA,2.00,1.05
20446,2007-04-17,SB,F,A,yes,unknown,NA,70.7235,-149.2634,NA,NA,8.50,0.75
20110,2007-04-17,SB,M,A,yes,no,NA,70.7235,-149.2634,NA,NA,11.00,1.20
20895,2007-04-19,SB,M,A,unknown,no,NA,70.7224,-148.6163,NA,NA,4.00,0.95
32600,2007-04-26,SB,M,S,unknown,no,NA,70.2637,-144.101,NA,NA,44.00,0.60
20571,2007-04-26,SB,M,A,yes,no,NA,70.2205,-143.6429,NA,NA,18.50,1.35
32647,2007-04-29,SB,M,S,unknown,no,NA,70.4832,-143.7246,NA,NA,5.00,0.80
20485,2007-04-29,SB,F,A,yes,unknown,NA,70.383,-143.6788,NA,NA,13.00,0.90
20424,2007-05-04,SB,M,A,unknown,no,NA,70.2054,-144.4843,NA,NA,5.50,1.75
20901,2007-05-07,SB,F,A,unknown,unknown,NA,70.2961,-141.0168,NA,NA,17.00,0.75
20555,2007-05-07,SB,M,A,unknown,no,NA,70.3637,-143.7271,NA,NA,12.00,1.35
20918,2008-04-03,SB,M,S,unknown,no,NA,71.4934,-155.107,NA,NA,28.00,0.65
21053,2008-04-08,CS,M,S,unknown,no,NA,66.941,-165.1566,NA,NA,22.00,0.50
21054,2008-04-08,CS,M,S,unknown,no,NA,66.941,-165.1566,NA,NA,27.00,1.00
21056,2008-04-08,CS,M,S ,yes,no,NA,67.0507,-165.7809,NA,NA,12.00,1.10
21059,2008-04-09,CS,M,S,yes,no,NA,67.1635,-165.9726,NA,NA,8.50,0.40
21061,2008-04-09,CS,F,A,yes,unknown,NA,67.2514,-166.1725,NA,NA,13.00,0.55
21058,2008-04-09,CS,M,S,yes,no,NA,67.1635,-165.9726,NA,NA,12.00,0.65
21062,2008-04-09,CS,F,S,yes,no,NA,67.0716,-165.1965,NA,NA,23.00,0.70
21057,2008-04-09,CS,F,A,yes,unknown,NA,67.0385,-165.8695,NA,NA,25.00,0.90
20928,2008-04-10,SB,M,A,yes,no,NA,71.4483,-156.255,NA,NA,4.00,1.15
21064,2008-04-10,CS,M,A,unknown,no,NA,67.0827,-165.3627,NA,NA,11.50,1.25
21065,2008-04-11,CS,M,S,unknown,no,NA,66.8019,-166.0281,NA,NA,19.50,0.70
21066,2008-04-12,CS,F,S,unknown,no,NA,66.9407,-166.3815,NA,NA,29.50,0.70
20449,2008-04-12,SB,M,A,yes,no,NA,71.138,-152.5865,NA,NA,5.50,1.10
20934,2008-04-14,SB,F,S,unknown,no,NA,71.2756,-155.2374,NA,NA,53.50,0.95
20933,2008-04-14,SB,M,A,unknown,no,NA,71.4493,-156.2865,NA,NA,19.50,1.05
21067,2008-04-21,CS,M,S,unknown,no,NA,67.6032,-165.3539,NA,NA,21.00,0.35
21068,2008-04-21,CS,F,S,unknown,no,NA,67.2442,-166.6199,NA,NA,20.00,0.50
21071,2008-04-22,CS,M,A,unknown,no,NA,67.9646,-167.2905,NA,NA,23.00,0.95
21070,2008-04-22,CS,M,A,unknown,no,NA,67.9225,-167.2924,NA,NA,31.00,1.10
21069,2008-04-22,CS,M,A,unknown,no,NA,67.7445,-166.3719,NA,NA,34.50,1.25
20940,2008-04-23,SB,F,S,unknown,no,NA,70.7983,-149.4836,NA,NA,45.50,0.65
21072,2008-04-23,CS,M,A,unknown,no,NA,67.7612,-166.0712,NA,NA,29.50,1.10
20110,2008-04-24,SB,M,A,unknown,no,NA,70.5428,-147.9224,NA,NA,11.50,1.00
21073,2008-04-25,CS,F,S,unknown,no,NA,67.9043,-166.0771,NA,NA,22.50,0.40
21074,2008-04-25,CS,M,S,unknown,no,NA,67.9043,-166.0771,NA,NA,33.00,0.60
20807,2008-04-26,SB,F,S,unknown,no,NA,71.128,-152.7085,NA,NA,6.50,0.50
21077,2008-04-26,CS,M,A,unknown,no,NA,67.7898,-166.1592,NA,NA,11.33,0.90
21078,2008-04-26,CS,F,A,yes,unknown,NA,67.7991,-166.0702,NA,NA,31.50,0.95
21079,2008-04-26,CS,M,A,yes,no,NA,67.7991,-166.0702,NA,NA,20.50,1.05
21076,2008-04-26,CS,M,A,unknown,no,NA,67.8957,-166.8762,NA,NA,7.00,1.60
21083,2008-04-28,CS,F,A,unknown,unknown,NA,67.6532,-166.5486,NA,NA,34.00,0.60
21084,2008-04-29,CS,F,A,unknown,unknown,NA,67.8864,-166.7846,NA,NA,45.50,0.75
20954,2008-05-10,SB,M,A,yes,no,NA,70.2708,-143.4811,NA,NA,4.00,0.80
20437,2008-05-13,SB,M,A,unknown,no,NA,70.3518,-144.5097,NA,NA,4.00,1.20
20959,2008-05-14,SB,M,S,unknown,no,NA,70.5734,-143.1696,NA,NA,24.50,0.45
20960,2008-05-15,SB,F,S,unknown,no,NA,70.2958,-144.3397,NA,NA,10.50,0.80
20963,2008-05-19,SB,F,A,unknown,unknown,NA,70.4774,-143.7463,NA,NA,14.00,0.75
20342,2008-05-19,SB,M,A,unknown,no,NA,70.43,-143.75,NA,NA,9.50,0.80
20962,2008-05-19,SB,F,S,unknown,no,NA,70.3668,-142.6539,NA,NA,26.50,0.95
10105,2008-05-20,SB,M,A,unknown,no,NA,70.6316,-143.6635,NA,NA,9.50,1.05
20986,2009-03-24,SB,M,A,unknown,no,NA,71.4808,-156.0041,NA,NA,7.00,1.25
20987,2009-03-25,SB,M,A,unknown,no,NA,71.4121,-156.4754,NA,NA,6.00,1.65
20988,2009-03-27,SB,M,A,unknown,no,NA,71.6422,-155.1888,NA,NA,4.00,1.35
20991,2009-03-28,SB,M,A,unknown,no,NA,71.4386,-156.4405,NA,NA,21.00,1.00
20990,2009-03-28,SB,M,A,unknown,no,NA,71.4682,-156.1947,NA,NA,22.50,1.10
20668,2009-04-01,SB,M,A,unknown,no,NA,71.4448,-156.41,NA,NA,3.00,1.75
21002,2009-04-01,SB,M,A,unknown,no,NA,71.4857,-156.2614,NA,NA,5.50,1.75
21088,2009-04-02,CS,F,S,unknown,no,NA,67.9733,-167.3296,NA,NA,17.50,0.75
21003,2009-04-02,SB,F,S,unknown,no,NA,71.4558,-156.3452,NA,NA,9.50,0.85
20733,2009-04-02,SB,M,A,unknown,no,NA,71.4618,-156.2802,NA,NA,14.00,0.90
21089,2009-04-02,CS,F,A,unknown,unknown,NA,68.045,-167.0538,NA,NA,7.00,1.15
21090,2009-04-02,CS,M,A,unknown,no,NA,68.045,-167.0538,NA,NA,12.00,1.70
21091,2009-04-03,CS,F,A,unknown,unknown,NA,67.8367,-166.9271,NA,NA,30.00,0.90
20473,2009-04-03,SB,M,A,unknown,no,NA,71.6669,-156.207,NA,NA,24.50,1.25
21093,2009-04-03,CS,M,S,unknown,no,NA,67.5698,-167.4164,NA,NA,37.00,1.25
21092,2009-04-03,CS,M,A,unknown,no,NA,67.8367,-166.9271,NA,NA,16.50,2.55
21007,2009-04-04,SB,M,A,unknown,no,NA,71.666,-157.2911,NA,NA,15.00,1.05
21006,2009-04-04,SB,F,A,unknown,unknown,NA,71.5043,-155.3864,NA,NA,23.50,1.05
21094,2009-04-04,CS,M,A,unknown,no,NA,67.5906,-167.6595,NA,NA,20.00,1.60
21095,2009-04-04,CS,M,A,unknown,no,NA,67.7233,-167.5492,NA,NA,7.00,1.70
21098,2009-04-05,CS,F,S,unknown,no,NA,67.9874,-166.8562,NA,NA,43.50,0.75
21096,2009-04-05,CS,M,S,unknown,no,NA,67.596,-166.0852,NA,NA,34.50,1.15
21097,2009-04-05,CS,M,A,unknown,no,NA,68.1102,-167.0844,NA,NA,20.50,1.45
21101,2009-04-06,CS,F,A,unknown,unknown,NA,68.0843,-167.1123,NA,NA,49.00,1.15
21099,2009-04-06,CS,M,A,unknown,no,NA,68.0437,-166.3526,NA,NA,40.50,1.50
21100,2009-04-06,CS,M,S ,unknown,no,NA,68.0437,-166.3526,NA,NA,40.50,1.80
20457,2009-04-08,SB,M,A,unknown,no,NA,69.8327,-141.0963,NA,NA,19.00,1.85
20586,2009-04-09,SB,F,A,yes,unknown,NA,69.8831,-140.9434,NA,NA,5.00,1.00
32260,2009-04-09,SB,M,A,yes,no,NA,69.8831,-140.9434,NA,NA,3.00,1.60
21015,2009-04-10,SB,F,A,yes,unknown,NA,70.0947,-145.1543,NA,NA,13.00,1.00
20334,2009-04-10,SB,M,A,yes,no,NA,70.0947,-145.1543,NA,NA,9.50,1.20
21102,2009-04-12,CS,F,A,unknown,unknown,NA,67.761,-166.556,NA,NA,50.00,0.70
21103,2009-04-12,CS,M,S,unknown,no,NA,68.3762,-167.2502,NA,NA,5.50,0.75
21081,2009-04-12,CS,M,S,unknown,no,NA,68.0834,-166.91,NA,NA,10.50,1.00
20497,2009-04-13,SB,M,A,unknown,no,NA,70.1737,-142.5755,NA,NA,16.50,0.90
21105,2009-04-13,CS,F,A,unknown,unknown,NA,67.6154,-167.5724,NA,NA,24.50,1.20
20899,2009-04-13,SB,M,A,unknown,no,NA,70.1982,-142.3874,NA,NA,6.50,1.35
21104,2009-04-13,CS,M,A,unknown,no,NA,67.4666,-168.123,NA,NA,6.50,1.70
21107,2009-04-15,CS,M,A,unknown,no,NA,67.7759,-165.8556,NA,NA,11.50,1.55
21108,2009-04-16,CS,M,S ,unknown,no,NA,68.2555,-166.8212,NA,NA,20.50,1.40
20563,2009-04-16,SB,M,A,unknown,no,NA,70.8707,-145.7791,NA,NA,9.50,1.65
20580,2009-04-17,SB,M,A,unknown,no,NA,70.2022,-144.2941,NA,NA,14.00,1.45
20571,2009-04-17,SB,M,A,unknown,no,NA,70.4621,-141.664,NA,NA,9.00,1.65
20195,2009-04-17,SB,M,A,unknown,no,NA,70.3106,-143.9592,NA,NA,11.50,1.75
21020,2009-04-17,SB,M,A,unknown,no,NA,70.7051,-142.2365,NA,NA,8.50,2.10
20915,2009-04-18,SB,F,A,unknown,unknown,NA,70.1997,-143.8894,NA,NA,10.50,1.20
20449,2009-04-18,SB,M,A,yes,no,NA,70.0949,-144.4981,NA,NA,5.50,1.65
32662,2009-04-18,SB,M,A,yes,no,NA,70.1997,-143.8894,NA,NA,7.00,1.65
21116,2009-04-19,CS,M,A,unknown,no,NA,68.4821,-168.0318,NA,NA,55.00,1.35
21115,2009-04-19,CS,M,A,unknown,no,NA,68.3465,-168.221,NA,NA,15.00,1.40
20925,2009-04-20,SB,F,A,unknown,unknown,NA,70.6209,-147.7127,NA,NA,35.00,0.65
21117,2009-04-21,CS,F,A,unknown,unknown,NA,67.8605,-166.4745,NA,NA,50.50,0.80
21118,2009-04-21,CS,M,A,unknown,no,NA,68.0391,-166.5654,NA,NA,25.00,1.65
20606,2009-04-25,SB,M,A,unknown,no,NA,70.5456,-147.9801,NA,NA,8.50,1.05
20424,2009-04-26,SB,M,A,unknown,no,NA,70.5288,-146.4785,NA,NA,56.50,0.95
20184,2009-04-26,SB,M,A,unknown,no,NA,70.8394,-149.1692,NA,NA,14.00,1.05
21075,2009-04-28,SB,M,A,unknown,no,NA,70.8112,-148.6865,NA,NA,20.50,0.50
21072,2009-04-28,CS,M,A,unknown,no,NA,68.0064,-167.1978,NA,NA,8.00,1.45
21119,2009-04-28,CS,M,A,unknown,no,NA,67.2627,-166.4334,NA,NA,21.00,1.50
21120,2009-04-30,CS,F,A,unknown,unknown,NA,67.5877,-165.5358,NA,NA,39.50,0.90
20928,2009-04-30,SB,M,A,yes,no,NA,71.026,-149.4104,NA,NA,10.00,1.05
20751,2009-04-30,SB,M,A,yes,no,NA,71.0065,-149.3382,NA,NA,5.00,1.45
32261,2009-05-01,SB,M,A,unknown,no,NA,71.0087,-149.4243,NA,NA,7.00,0.95
21121,2009-05-01,CS,M,A,unknown,no,NA,68.0584,-167.6215,NA,NA,13.00,1.00
20218,2009-05-03,SB,M,A,unknown,no,NA,70.5147,-147.3529,NA,NA,17.50,1.25
21032,2009-05-06,SB,M,A,unknown,no,NA,70.6319,-148.5118,NA,NA,24.00,1.05
32623,2009-05-06,SB,M,A,unknown,no,NA,70.6319,-148.5118,NA,NA,18.00,1.15
21034,2009-05-07,SB,M,A,unknown,no,NA,70.5107,-147.3514,NA,NA,11.00,1.25
32777,2009-05-08,SB,F,A,yes,unknown,NA,70.6994,-147.657,NA,NA,20.00,0.90
20668,2009-05-10,SB,M,A,unknown,no,NA,70.8847,-149.3275,NA,NA,23.00,0.80
20886,2009-05-10,SB,M,A,unknown,no,NA,71.0126,-149.7205,NA,NA,31.00,0.85
20110,2009-05-10,SB,M,A,unknown,no,NA,70.6878,-148.7676,NA,NA,13.00,1.10
20498,2009-05-15,SB,M,A,unknown,no,NA,70.7934,-149.4693,NA,NA,17.50,1.25
20845,2009-05-19,SB,F,S,yes,no,NA,70.6449,-147.9489,NA,NA,7.50,0.80
32376,2009-05-19,SB,M,A,unknown,no,NA,70.6449,-147.9489,NA,NA,7.00,1.15
21065,2010-03-17,CS,M,A,unknown,no,NA,66.785,-166.2513,NA,NA,7.00,1.20
21141,2010-03-17,CS,M,A,unknown,no,NA,66.9142,-165.7806,NA,NA,4.00,1.50
21142,2010-03-19,CS,M,A,unknown,no,NA,67.8525,-166.754,NA,NA,22.00,0.65
20794,2010-03-20,CS,F,A,unknown,unknown,NA,68.1083,-167.2171,NA,NA,31.50,0.75
21145,2010-03-20,CS,M,S,unknown,no,NA,68.1083,-167.2171,NA,NA,16.50,0.95
21146,2010-03-20,CS,M,S ,unknown,no,NA,68.0749,-166.9933,NA,NA,40.50,1.90
21151,2010-03-27,SB,M,S,unknown,no,NA,71.2001,-157.1749,NA,NA,3.00,1.05
21149,2010-03-29,CS,M,S,unknown,no,NA,66.6537,-166.8729,NA,NA,9.50,1.00
21148,2010-03-29,CS,M,A,unknown,no,NA,66.6667,-166.6829,NA,NA,7.00,1.55
21103,2010-03-30,CS,M,A,unknown,no,NA,67.9086,-167.3345,NA,NA,7.00,0.70
21158,2010-03-30,CS,F,A,unknown,unknown,NA,68.4512,-167.4168,NA,NA,9.00,0.90
21157,2010-03-31,SB,F,A,unknown,unknown,NA,71.9511,-156.4415,NA,NA,10.50,1.00
32376,2010-03-31,SB,M,A,unknown,no,NA,71.5441,-155.28,NA,NA,3.00,1.20
20879,2010-04-01,CS,M,A,unknown,no,NA,67.3432,-164.2303,NA,NA,36.00,1.30
20449,2010-04-01,SB,M,A,unknown,no,NA,71.458,-157.1393,NA,NA,7.50,1.35
21162,2010-04-02,CS,F,A,unknown,unknown,NA,67.8782,-167.2109,NA,NA,11.00,0.50
20986,2010-04-02,CS,M,A,unknown,no,NA,68.0555,-167.5691,NA,NA,7.00,1.30
21167,2010-04-04,CS,M,S,unknown,no,NA,67.5253,-164.9582,NA,NA,6.00,1.00
20994,2010-04-04,SB,M,A,unknown,no,NA,71.944,-156.4606,NA,NA,7.67,1.03
21168,2010-04-04,CS,M,A,unknown,no,NA,67.8946,-167.7502,NA,NA,43.00,1.60
21169,2010-04-04,CS,M,A,unknown,no,NA,67.8946,-167.7502,NA,NA,19.00,3.45
20878,2010-04-06,SB,M,A,unknown,no,NA,71.7789,-155.5185,NA,NA,10.33,1.33
20859,2010-04-08,SB,F,A,yes,unknown,NA,71.4068,-156.7573,NA,NA,23.00,1.17
20928,2010-04-08,SB,M,A,yes,no,NA,71.5177,-155.9042,NA,NA,11.33,1.73
20932,2010-04-08,SB,M,A,yes,no,NA,71.2874,-156.7573,NA,NA,7.67,2.30
21170,2010-04-09,CS,M,A,unknown,no,NA,67.9149,-167.3499,NA,NA,8.00,0.90
20606,2010-04-11,SB,M,A,unknown,no,NA,70.1989,-144.6383,NA,NA,11.00,0.95
20195,2010-04-11,SB,M,A,unknown,no,NA,70.4363,-144.7308,NA,NA,22.00,1.60
20972,2010-04-12,SB,M,S,unknown,no,NA,70.2051,-142.8263,NA,NA,9.00,1.05
20475,2010-04-13,SB,M,A,yes,no,NA,70.2718,-142.9081,NA,NA,2.67,1.10
20753,2010-04-13,SB,M,A,unknown,no,NA,70.3704,-142.7076,NA,NA,5.67,1.37
20726,2010-04-15,SB,M,A,unknown,no,NA,70.1523,-141.3177,NA,NA,37.67,1.43
21178,2010-04-16,CS,M,S,unknown,no,NA,67.8715,-166.4191,NA,NA,7.00,0.55
21022,2010-04-16,SB,M,S ,unknown,no,NA,70.1891,-144.0368,NA,NA,16.67,0.63
21179,2010-04-16,CS,M,A,unknown,no,NA,67.7619,-167.2495,NA,NA,14.00,1.10
21177,2010-04-16,CS,M,S,unknown,no,NA,67.8715,-166.4191,NA,NA,7.00,1.20
20757,2010-04-17,SB,M,A,unknown,no,NA,70.2487,-143.1266,NA,NA,24.00,1.30
20498,2010-04-17,SB,M,A,unknown,no,NA,70.4063,-143.4562,NA,NA,11.00,1.47
21127,2010-04-17,SB,M,A,yes,no,NA,70.5217,-142.3786,NA,NA,8.50,1.65
20424,2010-04-19,SB,M,A,yes,no,NA,70.252,-145.7283,NA,NA,4.00,1.15
20965,2010-04-19,SB,F,A,unknown,unknown,NA,70.252,-145.7283,NA,NA,9.67,1.20
21186,2010-04-20,CS,M,A,unknown,no,NA,67.4239,-166.5114,NA,NA,18.50,1.00
20132,2010-04-22,SB,F,A,unknown,unknown,NA,70.1986,-142.5339,NA,NA,9.33,1.20
21107,2010-04-22,CS,M,A,unknown,no,NA,67.9108,-167.223,NA,NA,11.00,1.25
21189,2010-04-24,CS,M,A,unknown,no,NA,68.1113,-166.8555,NA,NA,7.00,1.10
21121,2010-04-24,CS,M,A,unknown,no,NA,68.0399,-167.1437,NA,NA,10.50,1.20
32923,2010-04-25,SB,F,A,yes,unknown,NA,71.0352,-148.6862,NA,NA,2.00,0.83
20125,2010-04-25,SB,M,A,yes,no,NA,71.0352,-148.6862,NA,NA,8.00,1.63
20600,2010-04-26,SB,F,A,unknown,unknown,NA,70.772,-148.4687,NA,NA,54.00,1.30
20913,2010-04-26,SB,M,A,unknown,no,NA,70.8521,-148.435,NA,NA,12.00,1.55
21193,2010-04-27,CS,F,A,unknown,unknown,NA,67.9721,-166.3382,NA,NA,19.00,1.00
21221,2010-05-04,SB,F,A,unknown,unknown,NA,70.7953,-147.0478,NA,NA,21.50,0.55
21222,2010-05-04,SB,M,A,unknown,no,NA,70.8584,-146.7222,NA,NA,8.00,0.95
21200,2011-03-15,CS,M,S ,unknown,no,NA,67.6922,-166.4866,NA,NA,8.50,2.00
21202,2011-03-17,CS,F,S,unknown,no,NA,67.3198,-166.3747,NA,NA,10.00,1.75
21204,2011-03-23,CS,M,S,unknown,no,NA,67.4116,-165.8026,NA,NA,4.33,0.83
21231,2011-03-23,SB,M,A,unknown,no,NA,71.3845,-155.5743,NA,NA,17.50,1.45
21226,2011-03-24,SB,F,S,unknown,no,NA,71.2947,-153.0767,NA,NA,11.50,0.75
21232,2011-03-24,SB,M,S,unknown,no,NA,71.0384,-153.1466,NA,NA,17.50,1.05
21225,2011-03-24,SB,M,A,unknown,no,NA,71.4593,-156.3436,NA,NA,8.00,1.30
21227,2011-03-25,SB,M,A,unknown,no,NA,71.4645,-156.1371,NA,NA,2.00,1.43
21494,2011-03-27,CS,F,S,unknown,no,NA,67.2711,-164.777,NA,NA,6.50,0.70
21493,2011-03-27,CS,F,S,unknown,no,NA,67.6031,-165.0421,NA,NA,6.00,0.80
21236,2011-03-28,SB,F,S,unknown,no,NA,71.4347,-154.4157,NA,NA,15.50,0.70
21496,2011-03-28,CS,F,S,unknown,no,NA,68.0114,-167.2153,NA,NA,22.50,0.75
21495,2011-03-28,CS,M,S,unknown,no,NA,68.3222,-167.9161,NA,NA,9.50,1.10
21235,2011-03-28,SB,M,A,unknown,no,NA,71.3852,-154.4112,NA,NA,7.50,1.30
21497,2011-03-29,CS,M,S,unknown,no,NA,67.9572,-166.031,NA,NA,4.00,0.70
21237,2011-03-29,SB,F,A,unknown,unknown,NA,71.4579,-156.3886,NA,NA,9.00,1.15
21238,2011-03-29,SB,F,A,unknown,unknown,NA,71.4686,-155.8085,NA,NA,10.50,1.15
21064,2011-03-29,CS,M,S ,unknown,no,NA,67.4689,-165.3102,NA,NA,11.00,1.27
21498,2011-03-30,CS,F,S,unknown,no,NA,67.1174,-165.9855,NA,NA,8.50,0.55
21499,2011-03-30,CS,M,S,unknown,no,NA,67.2015,-165.9976,NA,NA,5.00,0.80
21239,2011-03-30,SB,M,A,unknown,no,NA,71.1405,-153.6723,NA,NA,17.33,1.63
20938,2011-03-31,SB,F,S,unknown,no,NA,70.5138,-147.7581,NA,NA,3.00,0.95
20475,2011-04-01,SB,M,A,unknown,no,NA,70.2763,-143.6266,NA,NA,6.00,1.20
20631,2011-04-01,SB,M,A,yes,no,NA,70.2781,-143.6153,NA,NA,19.50,1.25
20550,2011-04-01,SB,M,A,unknown,no,NA,70.2242,-143.1792,NA,NA,2.00,1.33
6700,2011-04-01,SB,F,A,yes,unknown,NA,70.2781,-143.6153,NA,NA,4.00,1.50
21219,2011-04-02,SB,F,A,unknown,unknown,NA,70.2243,-141.9394,NA,NA,6.00,1.50
21245,2011-04-06,SB,F,S,unknown,no,NA,70.1423,-142.6029,NA,NA,37.00,1.05
